dataset_name,model_type,error_bound,train_rmse,rmse,rmse_on_raw,parquet_size_raw,parquet_size_gzip,mean_absolute_error,mean_absolute_percentage_error
lost_gorilla_v3_d5,turbo_lstm,10,0.1835365444421768,0.1988288956414995,0.144383994996735,1241392,694745,31.71141815185547,0.11305195838212967
lost_gorilla_v3_d5,lr,25,0.1879706382751464,0.1997644910266497,0.1510138432190264,1220479,675026,31.92904281616211,0.1125710904598236
lost_gorilla_v3_d5,turbo_lstm,25,0.1818635463714599,0.1872263445876435,0.1404914300613248,1220479,675026,31.92904281616211,0.1125710904598236
lost_gorilla_v3_d5,lr,50,0.18419533967971802,0.1919158075683832,0.144207593326789,1216117,670139,32.272804260253906,0.11582214385271072
lost_gorilla_v3_d5,turbo_lstm,50,0.1785938292741775,0.1864158784548158,0.1401580807858819,1216117,670139,32.272804260253906,0.11582214385271072
lost_gorilla_v3_d10,lr,0,0.1559724807739257,0.1481689702396695,0.1321958186163775,5029152,4446785,9.409852027893066,0.031343303620815284
lost_gorilla_v3_d10,turbo_lstm,0,0.1499654948711395,0.1467318336504349,0.1309658481891923,5029152,4446785,9.409852027893066,0.031343303620815284
lost_gorilla_v3_d10,lr,1,0.1560548096895218,0.1608321544102198,0.1389686333878304,3032786,2413035,22.7695426940918,0.08809866011142731
lost_gorilla_v3_d10,turbo_lstm,1,0.150501012802124,0.1583450775671956,0.1361652911003913,3032786,2413035,22.7695426940918,0.08809866011142731
lost_gorilla_v3_d10,lr,2,0.1567011028528213,0.1423724670183522,0.1359581399820361,1821815,1257068,25.427736282348636,0.09678686410188676
lost_gorilla_v3_d10,turbo_lstm,2,0.1510163396596908,0.1405461976695886,0.1329944722416496,1821815,1257068,25.427736282348636,0.09678686410188676
lost_gorilla_v3_d10,lr,5,0.147490844130516,0.13752326580686802,0.1345056124287676,1392546,838748,26.68930053710937,0.09695912152528764
lost_gorilla_v3_d10,turbo_lstm,5,0.1425372511148452,0.1367981705819191,0.1330052953909125,1392546,838748,26.68930053710937,0.09695912152528764
lost_gorilla_v3_d10,lr,10,0.1393785029649734,0.1243222602387616,0.1336887464442398,1227189,681432,26.26490974426269,0.09428692609071733
lost_gorilla_v3_d10,turbo_lstm,10,0.1337160021066665,0.1238829539464341,0.1321820490220197,1227189,681432,26.26490974426269,0.09428692609071733
lost_gorilla_v3_d10,lr,25,0.1376692205667495,0.1207953074251007,0.1333189660152485,1216515,670618,26.38575553894043,0.09383586794137956
lost_gorilla_v3_d10,turbo_lstm,25,0.1325698643922805,0.1193315438340304,0.1305751822538284,1216515,670618,26.38575553894043,0.09383586794137956
lost_gorilla_v3_d10,lr,50,0.13558229804039,0.1210514765132325,0.1338896619903865,1213409,667102,26.52787208557129,0.09624841064214706
lost_gorilla_v3_d10,turbo_lstm,50,0.130214661359787,0.1211621466220991,0.1323316406404717,1213409,667102,26.52787208557129,0.09624841064214706
lost_gorilla_v3_d25,lr,0,0.1550413817167282,0.144151836207286,0.1333057947298128,4387126,3782838,15.190777778625488,0.052128784358501434
lost_gorilla_v3_d25,turbo_lstm,0,0.1488332152366638,0.1410685744255314,0.1302184659004423,4387126,3782838,15.190777778625488,0.052128784358501434
lost_gorilla_v3_d25,lr,1,0.1497752964496612,0.1371956117892082,0.1360039271802873,2659466,2028249,24.968639373779297,0.09253009408712387
lost_gorilla_v3_d25,turbo_lstm,1,0.1441724896430969,0.1327574704258932,0.1308293599663566,2659466,2028249,24.968639373779297,0.09253009408712387
lost_gorilla_v3_d25,lr,2,0.1434707045555114,0.1408839942128993,0.1338205912348974,1591615,1025094,26.27281188964844,0.09522736072540283
lost_gorilla_v3_d25,turbo_lstm,2,0.1376600116491317,0.1393501778970386,0.1318474202902944,1591615,1025094,26.27281188964844,0.09522736072540283
lost_gorilla_v3_d25,lr,5,0.1419012546539306,0.1247583368643443,0.1350715158176376,1308466,753437,26.378589630126953,0.09527576714754103
lost_gorilla_v3_d25,turbo_lstm,5,0.1365529894828796,0.1210306059288672,0.1304944115483831,1308466,753437,26.378589630126953,0.09527576714754103
lost_gorilla_v3_d25,lr,10,0.1367567330598831,0.1199227402584449,0.1330690260631822,1217051,671834,26.11733627319336,0.0937611386179924
lost_gorilla_v3_d25,turbo_lstm,10,0.1318999081850052,0.1192062816118453,0.1312946125284921,1217051,671834,26.11733627319336,0.0937611386179924
lost_gorilla_v3_d25,lr,25,0.134864866733551,0.1180392881992003,0.1344524694866744,1212659,666616,26.070375442504886,0.09380645304918288
lost_gorilla_v3_d25,turbo_lstm,25,0.1295844912528991,0.1154489614258349,0.13033337266252498,1212659,666616,26.070375442504886,0.09380645304918288
lost_gorilla_v3_d25,lr,50,0.1335390955209732,0.1173113905863085,0.1350570946001637,1210691,664140,26.07369613647461,0.0947469249367714
lost_gorilla_v3_d25,turbo_lstm,50,0.12827399373054502,0.1158563575062872,0.131909323694754,1210691,664140,26.07369613647461,0.0947469249367714
pmc,lr,0,0.1493149250745773,0.1340979676584705,0.1340979676584705,29334152,13610986,0.0,0.0
pmc,turbo_lstm,0,0.1428961455821991,0.1288692342049383,0.1288692342049383,29334152,13610986,0.0,0.0
pmc,lr,1,0.1490782499313354,0.1338705180217997,0.133968511223898,6458320,3467609,0.6317207217216492,0.00317392498254776
pmc,turbo_lstm,1,0.1424841582775116,0.1287425185610271,0.1289071579516291,6458320,3467609,0.6317207217216492,0.00317392498254776
pmc,lr,2,0.1489719003438949,0.1344035822787842,0.13446862946955998,3382573,1928034,1.0609829425811768,0.005493777338415384
pmc,turbo_lstm,2,0.14204856753349301,0.1286099796208012,0.1287895235496348,3382573,1928034,1.0609829425811768,0.005493777338415384
pmc,lr,5,0.1488114148378372,0.1338272631602815,0.1338974510922315,989105,570593,1.845437169075012,0.010065917856991293
pmc,turbo_lstm,5,0.1420736461877823,0.1292156948839102,0.12954331878914,989105,570593,1.845437169075012,0.010065917856991293
pmc,lr,10,0.1482658982276916,0.1338071692965714,0.1343290801107401,572938,331827,2.3831284046173096,0.012775897048413755
pmc,turbo_lstm,10,0.1412716060876846,0.1276110979080898,0.1287087693522887,572938,331827,2.3831284046173096,0.012775897048413755
pmc,lr,25,0.1481639742851257,0.1327324877216701,0.1338376389248495,516171,298359,3.3098735809326167,0.01608528196811676
pmc,turbo_lstm,25,0.1410725563764572,0.127534199818814,0.1290990107011306,516171,298359,3.3098735809326167,0.01608528196811676
pmc,lr,50,0.145747110247612,0.1251286119935377,0.1317945500191797,491736,284422,7.0914669036865225,0.02433118224143982
pmc,turbo_lstm,50,0.13871239125728602,0.1211249837029801,0.1281307218242017,491736,284422,7.0914669036865225,0.02433118224143982
swing,lr,0,0.1492086201906204,0.1342513948323581,0.1342513948323581,28749880,12696661,0.0,0.0
swing,turbo_lstm,0,0.1424335241317749,0.1293031889396685,0.1293031889396685,28749880,12696661,0.0,0.0
swing,lr,1,0.1489494144916534,0.1332939970665502,0.1334214608150098,7883620,4977960,0.7264126539230347,0.00333789736032486
swing,turbo_lstm,1,0.142748162150383,0.1287555963810926,0.1289381655901928,7883620,4977960,0.7264126539230347,0.00333789736032486
swing,lr,2,0.1489100903272628,0.1339740110934844,0.1343755704261263,3928170,2620108,1.3916294574737549,0.00693861348554492
swing,turbo_lstm,2,0.1421388089656829,0.1283190870841503,0.1288694795260985,3928170,2620108,1.3916294574737549,0.00693861348554492
swing,lr,5,0.1487940847873687,0.1325496148541665,0.1333858533748622,1209298,829623,2.849680185317993,0.014892605133354662
swing,turbo_lstm,5,0.1421536952257156,0.1279791204718401,0.1290296456390439,1209298,829623,2.849680185317993,0.014892605133354662
swing,lr,10,0.1466098725795745,0.1327870391141033,0.1356725881858914,762223,506499,5.361740589141847,0.02244194783270359
swing,turbo_lstm,10,0.1396786272525787,0.1267771274775188,0.1300498689866695,762223,506499,5.361740589141847,0.02244194783270359
swing,lr,25,0.1449461579322815,0.1238121738285452,0.1315938227555594,710611,466918,10.673172950744627,0.03532477095723152
swing,turbo_lstm,25,0.1378273665904998,0.1177083019615407,0.1260262470450695,710611,466918,10.673172950744627,0.03532477095723152
swing,lr,50,0.1435247808694839,0.10369580882432598,0.1130390123290333,674697,439580,28.38454246520996,0.08459416776895523
swing,turbo_lstm,50,0.1377265304327011,0.1016315520045196,0.11129905462097099,674697,439580,28.38454246520996,0.08459416776895523
raw,lr,-1,0.14923598865667978,0.1342583185974688,0.1342583185974688,16365226,8414186,0.0,0.0
raw,turbo_lstm,-1,0.14263374606768287,0.12864662515664893,0.12864662515664893,16365226,8414186,0.0,0.0
